buyer_county,year,prescription_rate,total_prescriptions,opioids_supplied_per_capita,high_school_graduate_includes_equivalency,some_college_or_associates_degree,bachelors_degree,graduate_or_professional_degree,median_household_income,dosage_unit,potential_pills_per_prescription,population,blind_and_disability_perc,unemployment_rate_bls,gdp_2020_dollars,white_alone,black_or_african_american_alone,american_indian_and_alaska_native_alone,asian_alone,native_hawaiian_and_other_pacific_islander_alone,some_other_race_alone,two_or_more_races,two_or_more_races!!two_races_including_some_other_race,"two_or_more_races!!two_races_excluding_some_other_race,_and_three_or_more_races",male_perc,up_to_18,from_18_to_34,from_35_to_59_years,opioid_visit_count
Passaic,2014,50.8,258498.848,20.896461867404533,33.33343332653379,21.921309350964137,18.866617070039236,9.70224024766316,58905.298880275615,10633290,41.13476745552073,508856,2.2961309289858036,8.3,22752767,58.241427830270254,12.220549625041269,0.6052792931595579,5.450657946452434,0.01002248180231735,19.958102095681294,3.513960727592875,1.1229110003615954,2.39104972723128,48.716729290801325,38.234406843290785,19.801163788480103,27.900421001823446,61
Salem,2014,80.5,52095.575000000004,45.65077648149579,38.12315432571366,27.6080061249043,12.888548616427869,6.57989718910642,57475.84065460809,2954290,56.70903910744818,64715,2.3982075253032527,8.5,5885135,81.22382755157228,15.304025341883642,0.14834273352391253,0.25187359962914313,0,1.5838677277292748,1.4880630456617476,0.2982307038553659,1.189832341806382,48.12485513404929,35.80003201195113,17.054366963666435,29.523021928186523,22
Somerset,2014,38.7,128703.816,21.133001371148158,20.844368621530705,20.733106737234337,30.131463551915665,23.523816588056143,100473.78380706286,7028160,54.607238685137354,332568,0.5938635106203843,5.2,32238200,67.08612975391499,9.393868321666544,0.19093839455389577,16.57555747997402,0,4.738279088787857,2.015226961102692,0.30099107550936954,1.7142358855933224,48.84564961150802,36.44590959274751,16.236711294945756,31.98619166835124,42
Sussex,2014,63.7,92307.033,29.519008481184745,32.27248063927391,28.535490553938736,21.80437034479357,10.303359147634788,82216.38673557277,4277570,46.34067265492111,144909,1.0523845999903387,6.4,4563989,93.28061059009448,2.0999385821446563,0.04968635488478976,1.8873913973597225,0,1.0779178656950223,1.604455209821336,0.2601632748828575,1.3442919349384783,49.77468618236273,33.34006294163055,16.170061160263643,32.33655958672288,26
Union,2014,45.2,249928.428,18.387869186293607,29.896050231627203,23.328168127451455,20.190843596489813,12.80648233338176,69150.91817398793,10167370,40.681126518348684,552939,1.564548711521524,7,37509950,57.120586538478925,21.24393468357269,0.05931938242735637,5.081754045202093,0,14.441918547977265,2.0524868023416687,0.5282680367997193,1.5242187655419497,48.74371314014746,37.462847044138634,18.87617329189092,30.37304348363416,55
Warren,2014,77.5,82860.675,31.090565578907004,32.849704870638305,30.70817662254226,19.198800744181067,9.677030771084016,71567.07321274762,3324110,40.116858811492904,106917,1.1616487555767558,6.3,4481191,90.00533123825024,4.544646782083298,0.0832421411001057,2.848938896527213,0.04115341807196236,1.3243918179522434,1.152295706014946,0.05985951719558161,1.0924361888193646,48.7275176071158,33.505509641873275,16.35019021382658,33.15623770169225,14
Atlantic,2015,80.3,220197.857,NA,32.80694933398665,25.63179394862563,18.998290361580537,8.163124004708164,54052,NA,NA,274219,2.1814680966672624,9.6,13675341,67.62077026026643,14.779428121319093,0.2607405030286012,8.00856249931624,0.06418227766857876,5.057271742658241,4.209044595742819,1.491508611730041,2.7175359840127777,48.089300887247056,35.056254517311295,18.68072123472109,27.69039867470881,117
Bergen,2015,44.3,415758.15799999994,NA,24.075355166854624,20.62563861914457,30.35475056955367,17.026664951067584,89023,NA,NA,938506,0.7492759769250277,4.7,68877694,69.95085806590474,6.078916916887053,0.1816717207988015,16.314440184719118,0.0969626193119703,5.251005321223306,2.126145171155006,0.4953617771223625,1.6307833940326433,48.45509778307224,34.2031066538033,17.49175472841085,31.000351499106298,126
Burlington,2015,73.4,330465.884,NA,28.85411887648468,28.60560993016261,24.13786511699037,12.052365295407045,74800,NA,NA,450226,1.1703011376508687,5.4,25858716,72.06003207278123,16.394210907410944,0.1345990680236148,5.110988703451155,0,2.317946986624495,3.982222261708564,0.282302665772301,3.699919595936263,49.249710145571335,33.61554876290444,19.415191187496394,30.381221523732627,115
Camden,2015,87.9,449101.317,NA,29.87328708216272,26.9500028668081,20.22705120119259,11.731552089903102,65025,NA,NA,510923,2.9636559716434765,6.5,24023948,63.280181162327786,18.69988236975043,0.18261068693325608,5.780323062379263,0.03601325444342886,8.124707636962908,3.896281827202925,0.9933003603282688,2.9029814668746563,48.2610882657465,36.74023191757064,19.368857754956302,28.726833747067026,235
Cape May,2015,95.3,90274.83099999999,NA,32.3723461245665,27.48329432994051,19.67744664053909,11.02292271689176,57116,NA,NA,94727,1.771406251649477,11.1,5175139,91.58106981114148,5.134755666283109,0,1.4441500311421245,0,0.7558563028492404,1.0841681885840362,0.3399242032366696,0.7442439853473666,49.18660994225511,28.006018703693126,16.949507647182067,27.495571681618195,25
Cumberland,2015,98.3,153204.482,NA,43.79540008679081,21.30714514820475,10.113960113960117,3.401822607120621,51315,NA,NA,155854,3.5084117186597714,8.8,6473378,70.86568198442131,18.889473481591747,0.5607812439847549,1.650904051227431,0,3.3101492422395316,4.723009996535219,0.8944268353715658,3.828583161163653,51.82735123898007,35.53861237431683,21.534064833743585,29.682089365430343,46
Essex,2015,42.4,338112.016,NA,27.795390783070456,22.643868793766124,20.956969108919825,13.351347488924493,52041,NA,NA,797434,3.1613901589347835,6.9,54584833,41.82678441099827,39.47649586047247,0.2176982671920184,5.2240059992425705,0.01028298266690409,10.645520507026289,2.5992119724014775,0.8183749376123918,1.7808370347890858,48.060403745012124,37.992088456772464,19.584968934411314,29.226999766033224,138
Gloucester,2015,82.8,241344.612,NA,34.67185734019842,27.183724726861737,19.74180585206581,9.924400351626272,77565,NA,NA,291479,1.4272040181282357,6.1,14702718,81.17668854360005,9.242175251047245,0.03327855523039395,3.2787953849162372,0.07136020090641179,2.7477108127858267,3.4499912515138313,0.5104998987920227,2.9394913527218085,48.639524631277034,35.57932221355454,18.34227560457098,30.16929773892538,93
Hudson,2015,38.3,258462.18799999997,NA,26.985272794413717,17.758185084192714,25.101133487858768,14.07231539878619,60530,NA,NA,674836,2.3368640677142296,5.4,45444230,53.749799951395595,12.469399972734116,0.3092603239898286,15.054768862360632,0.12980931663396736,14.917253969853416,3.36970760303244,0.7532200416101097,2.61648756142233,49.73341671161586,32.324888605983446,26.375302355187777,29.320942075111393,86
Hunterdon,2015,45,56469.6,NA,21.578431819217275,22.358649596792564,31.562941364071257,18.665998450954486,102122,NA,NA,125488,0.60005737600408,4.2,7003687,91.05651536401888,2.652046410812189,0.00956266734667856,3.979663394109397,0,0.8375302817799312,1.4646818819329337,0.07650133877342853,1.3881805431595051,50.084470228228994,32.96630607041962,16.667815062357885,31.53862054709571,11
Mercer,2015,59.1,219496.218,NA,26.496929529998916,23.254738416868083,19.7909587024801,18.3287152284856,72417,NA,NA,371398,2.2638786423190216,5,29766159,64.88861006252054,20.52461241040609,0.05385058616363038,11.03640838130523,0.00457729982390858,2.0293593395764113,1.4625819202042014,0.12816439506944033,1.3344175251347612,48.88825464865185,34.36417615042058,20.85227750133037,30.089718334842644,86
Middlesex,2015,44.4,373359.6,NA,26.534607115611347,20.3072335113392,24.41275400513212,17.04209723281781,78643,NA,NA,840900,1.0140325841360447,5.2,58539222,60.03888690688548,10.1763586633369,0.21084552265429896,24.039719348317277,0.02425972172672137,3.276013794743727,2.2339160423355926,0.9149720537519324,1.3189439885836605,49.21893209656321,34.56650877544921,20.55936068385866,29.81626211306758,140
Monmouth,2015,59.3,372827.995,NA,24.81041028221195,24.29881535013493,26.588985958011257,17.444998399121804,87092,NA,NA,628715,1.056440517563602,5.2,32492109,81.69790763700564,7.376474237134473,0.1919788775518319,5.3555267490039205,0.07411943408380585,3.467866998560556,1.8361260666597743,0.20518040765688744,1.630945659002887,48.61423697541811,34.63355498409052,17.072656507904803,30.672137195993088,128
Morris,2015,45.2,225778.068,NA,23.01830671514705,20.35773461591568,29.49670916371335,21.9266350623648,101661,NA,NA,499509,0.5637536060411323,4.4,53301876,81.5182509224058,3.314654991201359,0.18978637021555167,10.189606193281804,0,2.473228710593803,2.31447281230168,0.3765697915352876,1.9379030207663923,48.99191005567467,34.423116385351925,17.070524034933342,30.995169014917277,71
Ocean,2015,70.6,415637.02599999995,NA,35.228214237421476,28.335197728306433,18.743684618126835,8.993841350231719,63765,NA,NA,588721,1.1183565729776923,6.2,19827805,91.16542470881794,3.187588008581314,0.02938573619762162,2.0070627682722377,0.03176377265292048,1.6690418721261857,1.9097331333517913,0.23168869464483177,1.6780444387069595,48.281104292185944,37.57534121902313,16.381448958801236,25.60911522325662,174
Passaic,2015,50.6,258523.496,NA,35.99508453294137,20.97553573235103,16.535250325813344,8.234002416077029,55954,NA,NA,510916,2.298616602337762,7.1,22722651,58.715522708233834,11.438475209232044,0.4458658566183091,5.388557023072286,0.03620947474731659,20.15380219057536,3.821567537520845,0.8058076082956885,3.0157599292251565,48.89022853071738,38.14882759080752,19.883926486774957,27.624495513825423,84
Salem,2015,78.1,50124.579999999994,NA,39.06903300418112,29.21893070011565,14.320345165020909,6.207187972600303,68830,NA,NA,64180,2.5225927080087254,7.4,5631998,80.58585229043315,12.990028046120289,0.09660330320972264,1.237145528201932,0,1.5768152072296666,3.5135556248052353,0.27734496727952634,3.236210657525709,48.70987846681209,34.28579211157115,17.41392460230987,27.530507735890176,18
Somerset,2015,38.8,129457.75199999998,NA,20.87594727813606,20.577595379236964,30.10878770112696,23.702256096236944,98440,NA,NA,333654,0.5781438256397345,4.6,34740972,65.85264975093959,9.562301066374149,0.05244954353911537,17.441721064336107,0,4.728251422131909,2.3626271526791225,0.45076636275902576,1.911860789920097,48.84371234872053,35.95646151619772,16.47888197473693,32.29000847615306,43
Sussex,2015,61,87640.53,NA,31.750905913368022,27.186287384354113,25.114781939000185,10.648801824662565,85086,NA,NA,143673,1.0593500518538626,5.5,4680905,92.98615606272578,2.153501353768627,0,2.1270524037223417,0.01809665003166914,1.1073757769379076,1.607817752813681,0.10301170018027048,1.5048060526334106,49.75534721207186,33.035080756695656,16.188620702096184,32.272612476097706,43
Union,2015,44.9,249547.91400000002,NA,30.548538289375752,21.421083098362363,19.59297781358288,13.84030154533984,71163,NA,NA,555786,1.54645852900217,6,37601467,58.052919648929624,21.31935673082805,0.1813647698934482,4.9274360995059245,0,12.248239430284318,3.2706833205586325,0.914560640246426,2.3561226803122066,48.85369548711195,37.299790150274525,18.757124290643404,30.292714251039264,81
Warren,2015,75.4,80579.226,NA,30.89411609672531,27.10153521776372,21.158331686103978,9.91104961454833,71277,NA,NA,106869,1.221121185750779,5.4,4554700,89.05763130561716,4.112511579597451,0.2629387380812022,3.173979357905473,0.03275037662933124,1.6618476826769222,1.6983409594924628,0.2358027117311849,1.4625382477612778,48.66893112127932,32.43705138429988,16.51719591790231,33.140187828577936,22
Atlantic,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,270991,2.2425098988527297,7.4,13694551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bergen,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,939151,0.7447151735982819,4.2,69905783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Burlington,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,449284,1.18610945415372,4.5,26307208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Camden,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,510150,2.97716357933941,5.5,24827457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cape May,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94430,1.7028486709732078,9.8,5285073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cumberland,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153797,3.619706496225544,7.5,6704284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Essex,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,796914,3.113510366237762,6,56129178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gloucester,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,292330,1.4237334519207745,5.1,13773616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hudson,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,677983,2.296812751942158,4.7,46351341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hunterdon,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,124676,0.5726843979595111,3.8,7039450,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mercer,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,371023,2.254038159359393,4.3,30588331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Middlesex,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,837073,1.009708830651568,4.4,60584217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Monmouth,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,625846,1.0547323143393104,4.5,33395495,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Morris,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,498423,0.563978789100824,3.9,55593810,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ocean,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,592497,1.1012713988425258,5.2,20291597,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Passaic,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,507945,2.274655720599671,6.2,22871788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Salem,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63436,2.5364146541396053,6.4,5097376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Somerset,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,333751,0.6214213590371265,4.1,36752719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sussex,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,142522,1.0454526318743773,4.7,4795892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Union,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,555630,1.536994042798265,5.2,37815020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Warren,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,106617,1.2362006059071255,4.6,4623325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
